1	http://rdf.freebase.com/ns/en.toy_story
2	http://rdf.freebase.com/ns/en.jumanji_1995
3	http://rdf.freebase.com/ns/en.grumpy_old_men
4	http://rdf.freebase.com/ns/en.waiting_to_exhale
5	http://rdf.freebase.com/ns/en.father_of_the_bride_part_ii
6	http://rdf.freebase.com/ns/en.heat_1995
7	http://rdf.freebase.com/ns/en.sabrina_1954
8	http://rdf.freebase.com/ns/en.tom_and_huck
9	http://rdf.freebase.com/ns/en.sudden_death_1995
10	http://rdf.freebase.com/ns/en.goldeneye
11	http://rdf.freebase.com/ns/en.the_american_president
12	http://rdf.freebase.com/ns/en.dracula_dead_and_loving_it
13	http://rdf.freebase.com/ns/en.balto_1995
14	http://rdf.freebase.com/ns/en.nixon
15	http://rdf.freebase.com/ns/en.cutthroat_island
16	http://rdf.freebase.com/ns/en.casino_1995
17	http://rdf.freebase.com/ns/en.sense_and_sensibility_1995
18	http://rdf.freebase.com/ns/en.four_rooms
19	http://rdf.freebase.com/ns/en.ace_ventura_when_nature_calls_1995
20	http://rdf.freebase.com/ns/en.money_train
21	http://rdf.freebase.com/ns/en.get_shorty_1995
22	http://rdf.freebase.com/ns/en.copycat_1995
23	http://rdf.freebase.com/ns/en.ninja_assassin
24	http://rdf.freebase.com/ns/en.powder_1995
25	http://rdf.freebase.com/ns/en.leaving_las_vegas
26	http://rdf.freebase.com/ns/en.othello_1995
27	http://rdf.freebase.com/ns/en.now_and_then
28	http://rdf.freebase.com/ns/en.persuasion_1995
29	http://rdf.freebase.com/ns/en.the_city_of_lost_children
30	http://rdf.freebase.com/ns/en.shanghai_triad
31	http://rdf.freebase.com/ns/en.dangerous_minds
32	http://rdf.freebase.com/ns/en.twelve_monkeys
33	http://rdf.freebase.com/ns/en.wings_of_courage
34	http://rdf.freebase.com/ns/en.babe
35	http://rdf.freebase.com/ns/en.carrington
36	http://rdf.freebase.com/ns/en.dead_man_walking_1995
37	http://rdf.freebase.com/ns/m.0513g2w
38	http://rdf.freebase.com/ns/en.it_takes_two_1995
39	http://rdf.freebase.com/ns/en.clueless
40	http://rdf.freebase.com/ns/en.cry_the_beloved_country_1995
41	http://rdf.freebase.com/ns/en.richard_iii_1995
42	http://rdf.freebase.com/ns/en.dead_presidents
43	http://rdf.freebase.com/ns/en.restoration_1995
44	http://rdf.freebase.com/ns/en.mortal_kombat_1995
45	http://rdf.freebase.com/ns/en.live_free_or_die_hard
46	http://rdf.freebase.com/ns/en.how_to_make_an_american_quilt
47	http://rdf.freebase.com/ns/en.seven_samurai
48	http://rdf.freebase.com/ns/en.pocahontas_1995
49	http://rdf.freebase.com/ns/en.when_night_is_falling
50	http://rdf.freebase.com/ns/en.the_usual_suspects
52	http://rdf.freebase.com/ns/en.mighty_aphrodite
53	http://rdf.freebase.com/ns/en.lamerica
54	http://rdf.freebase.com/ns/en.the_big_green
55	http://rdf.freebase.com/ns/en.georgia_rule
56	http://rdf.freebase.com/ns/m.0crw_l5
57	http://rdf.freebase.com/ns/en.home_for_the_holidays
58	http://rdf.freebase.com/ns/en.il_postino
59	http://rdf.freebase.com/ns/en.le_confessional
60	http://rdf.freebase.com/ns/en.the_indian_in_the_cupboard_1995
61	http://rdf.freebase.com/ns/en.eye_for_an_eye_1996
62	http://rdf.freebase.com/ns/en.mr_hollands_opus
63	http://rdf.freebase.com/ns/source.allocine.ca.film.37256
64	http://rdf.freebase.com/ns/en.two_if_by_sea
65	http://rdf.freebase.com/ns/en.bio-dome
66	http://rdf.freebase.com/ns/en.lawnmower_man_2_beyond_cyberspace
67	http://rdf.freebase.com/ns/source.allocine.ca.film.33379
68	http://rdf.freebase.com/ns/en.french_twist_1995
69	http://rdf.freebase.com/ns/en.friday_1995
70	http://rdf.freebase.com/ns/en.from_dusk_till_dawn
71	http://rdf.freebase.com/ns/en.fair_game
72	http://rdf.freebase.com/ns/en.kicking_screaming_2005
73	http://rdf.freebase.com/ns/m.05sjt9
74	http://rdf.freebase.com/ns/en.bed_of_roses
75	http://rdf.freebase.com/ns/en.big_bully
76	http://rdf.freebase.com/ns/en.screamers
77	http://rdf.freebase.com/ns/m.0crxg29
78	http://rdf.freebase.com/ns/en.the_crossing_guard
79	http://rdf.freebase.com/ns/en.the_juror
80	http://rdf.freebase.com/ns/en.the_white_balloon
81	http://rdf.freebase.com/ns/en.things_to_do_in_denver_when_youre_dead
82	http://rdf.freebase.com/ns/en.antonia
83	http://rdf.freebase.com/ns/m.04j0357
84	http://rdf.freebase.com/ns/en.last_summer_in_the_hamptons
85	http://rdf.freebase.com/ns/en.angels_insects
86	http://rdf.freebase.com/ns/en.white_squall_1996
87	http://rdf.freebase.com/ns/en.dunston_checks_in
88	http://rdf.freebase.com/ns/source.allocine.ca.film.125164
89	http://rdf.freebase.com/ns/en.nick_of_time_1995
90	http://rdf.freebase.com/ns/m.0gh6kg6
92	http://rdf.freebase.com/ns/en.mary_reilly
93	http://rdf.freebase.com/ns/en.vampire_in_brooklyn
94	http://rdf.freebase.com/ns/en.beautiful_girls
95	http://rdf.freebase.com/ns/en.broken_arrow_1996
96	http://rdf.freebase.com/ns/en.a_midwinters_tale
97	http://rdf.freebase.com/ns/en.la_haine
98	http://rdf.freebase.com/ns/en.going_shopping
99	http://rdf.freebase.com/ns/en.heidi_fleiss_hollywood_madam
100	http://rdf.freebase.com/ns/en.city_hall_1996
101	http://rdf.freebase.com/ns/en.bottle_rocket
102	http://rdf.freebase.com/ns/en.mr_wrong
103	http://rdf.freebase.com/ns/en.unforgettable_1996
104	http://rdf.freebase.com/ns/en.happy_gilmore
105	http://rdf.freebase.com/ns/en.the_bridges_of_madison_county_1995
106	
107	http://rdf.freebase.com/ns/en.muppet_treasure_island
110	http://rdf.freebase.com/ns/en.braveheart
111	http://rdf.freebase.com/ns/en.taxi_driver
112	http://rdf.freebase.com/ns/en.rumble_in_the_bronx
113	http://rdf.freebase.com/ns/en.before_and_after
114	http://rdf.freebase.com/ns/en.margarets_museum
115	http://rdf.freebase.com/ns/en.happiness_is_in_the_field
116	http://rdf.freebase.com/ns/en.anne_frank_remembered
117	http://rdf.freebase.com/ns/en.the_young_poisoners_handbook
118	http://rdf.freebase.com/ns/en.if_lucy_fell
119	http://rdf.freebase.com/ns/m.07k4wk2
120	http://rdf.freebase.com/ns/en.race_the_sun
121	http://rdf.freebase.com/ns/en.the_boys_of_st_vincent
122	http://rdf.freebase.com/ns/en.boomerang_1992
123	http://rdf.freebase.com/ns/en.chungking_express
124	http://rdf.freebase.com/ns/en.the_star_maker
125	http://rdf.freebase.com/ns/en.flirting_with_disaster
126	http://rdf.freebase.com/ns/en.the_neverending_story_iii
128	http://rdf.freebase.com/ns/m.0crt7p_
129	http://rdf.freebase.com/ns/m.03y8jc1
130	http://rdf.freebase.com/ns/en.angelas_ashes_1999
131	http://rdf.freebase.com/ns/source.allocine.ca.film.47413
132	http://rdf.freebase.com/ns/en.the_curse_of_the_jade_scorpion
134	http://rdf.freebase.com/ns/en.sonic_outlaws
135	http://rdf.freebase.com/ns/en.down_periscope
136	http://rdf.freebase.com/ns/en.from_the_journals_of_jean_seberg
137	http://rdf.freebase.com/ns/en.man_of_the_year
139	http://rdf.freebase.com/ns/en.hard_target
140	http://rdf.freebase.com/ns/en.up_close_personal
141	http://rdf.freebase.com/ns/en.the_birdcage
143	http://rdf.freebase.com/ns/en.gospa_1995
144	http://rdf.freebase.com/ns/en.the_brothers_mcmullen
145	http://rdf.freebase.com/ns/en.bad_boys
146	http://rdf.freebase.com/ns/en.the_amazing_panda_adventure
147	http://rdf.freebase.com/ns/en.the_basketball_diaries_1995
148	http://rdf.freebase.com/ns/en.an_awfully_big_adventure
149	http://rdf.freebase.com/ns/en.the_amateurs
150	http://rdf.freebase.com/ns/en.apollo_13_1995
151	http://rdf.freebase.com/ns/en.rob_roy_1995
152	http://rdf.freebase.com/ns/en.basic_instinct_2
153	http://rdf.freebase.com/ns/en.batman_forever
154	http://rdf.freebase.com/ns/en.belle_de_jour
155	http://rdf.freebase.com/ns/en.beyond_rangoon
156	http://rdf.freebase.com/ns/en.blue_in_the_face
157	http://rdf.freebase.com/ns/en.canadian_bacon
158	http://rdf.freebase.com/ns/en.casper_1995
159	http://rdf.freebase.com/ns/en.clockers
160	http://rdf.freebase.com/ns/en.congo_1995
161	http://rdf.freebase.com/ns/en.crimson_tide
162	http://rdf.freebase.com/ns/en.crumb
163	http://rdf.freebase.com/ns/en.desperado_1995
164	http://rdf.freebase.com/ns/en.devil_in_a_blue_dress_1995
165	http://rdf.freebase.com/ns/en.die_hard_with_a_vengeance
166	http://rdf.freebase.com/ns/en.the_doom_generation
167	http://rdf.freebase.com/ns/en.feast_of_july
168	http://rdf.freebase.com/ns/en.first_knight
169	http://rdf.freebase.com/ns/en.free_willy_2_the_adventure_home
170	http://rdf.freebase.com/ns/en.hackers
171	http://rdf.freebase.com/ns/en.jeffrey
172	http://rdf.freebase.com/ns/en.johnny_mnemonic_1995
173	http://rdf.freebase.com/ns/en.judge_dredd_1995
174	http://rdf.freebase.com/ns/en.jury_duty
175	http://rdf.freebase.com/ns/en.kids_1995
176	http://rdf.freebase.com/ns/en.living_in_oblivion
177	http://rdf.freebase.com/ns/en.lord_of_illusions
178	http://rdf.freebase.com/ns/en.love_and_human_remains
179	http://rdf.freebase.com/ns/en.mad_love_1995
180	http://rdf.freebase.com/ns/en.mallrats
181	http://rdf.freebase.com/ns/en.mighty_morphin_power_rangers_the_movie
182	http://rdf.freebase.com/ns/en.moonlight_and_valentino
183	http://rdf.freebase.com/ns/en.mute_witness
184	http://rdf.freebase.com/ns/en.nadja
185	http://rdf.freebase.com/ns/en.the_net
186	http://rdf.freebase.com/ns/en.nine_months
187	http://rdf.freebase.com/ns/en.party_girl_1995
188	http://rdf.freebase.com/ns/en.the_prophecy
189	http://rdf.freebase.com/ns/en.the_reckless_moment
190	http://rdf.freebase.com/ns/en.fail_safe_1964
191	http://rdf.freebase.com/ns/en.the_scarlet_letter_1995
193	http://rdf.freebase.com/ns/en.showgirls
194	http://rdf.freebase.com/ns/en.smoke_1995
195	http://rdf.freebase.com/ns/en.something_to_talk_about_1995
196	http://rdf.freebase.com/ns/en.species_1995
197	http://rdf.freebase.com/ns/en.the_stars_fell_on_henrietta
198	http://rdf.freebase.com/ns/en.strange_days_1995
199	http://rdf.freebase.com/ns/en.the_umbrellas_of_cherbourg
200	http://rdf.freebase.com/ns/m.06_wvvd
201	http://rdf.freebase.com/ns/m.03m4mm7
202	http://rdf.freebase.com/ns/en.total_eclipse_1995
203	http://rdf.freebase.com/ns/en.to_wong_foo_thanks_for_everything_julie_newmar
204	http://rdf.freebase.com/ns/en.under_siege_2_dark_territory
205	http://rdf.freebase.com/ns/m.03x_yfl
206	http://rdf.freebase.com/ns/en.unzipped
207	http://rdf.freebase.com/ns/en.a_walk_in_the_clouds
208	http://rdf.freebase.com/ns/en.waterworld
209	http://rdf.freebase.com/ns/en.white_mans_burden
210	http://rdf.freebase.com/ns/en.wild_bill
211	http://rdf.freebase.com/ns/en.the_browning_version_1951
212	http://rdf.freebase.com/ns/en.bushwhacked
213	http://rdf.freebase.com/ns/en.burnt_by_the_sun
214	http://rdf.freebase.com/ns/en.pred_dozdot
215	http://rdf.freebase.com/ns/en.before_sunrise
216	http://rdf.freebase.com/ns/en.billy_madison
217	http://rdf.freebase.com/ns/en.the_babysitters
218	http://rdf.freebase.com/ns/en.boys_on_the_side
219	http://rdf.freebase.com/ns/en.the_cure_1995
220	http://rdf.freebase.com/ns/en.castle_freak
222	http://rdf.freebase.com/ns/source.allocine.ca.film.31000
223	http://rdf.freebase.com/ns/en.clerks
224	http://rdf.freebase.com/ns/en.don_juan_demarco
225	http://rdf.freebase.com/ns/en.disclosure
226	http://rdf.freebase.com/ns/en.tucker_the_man_and_his_dream
227	http://rdf.freebase.com/ns/en.drop_zone_1994
228	http://rdf.freebase.com/ns/m.0b6j4zh
229	http://rdf.freebase.com/ns/en.death_and_the_maiden_1994
230	http://rdf.freebase.com/ns/m.02qqrpy
231	http://rdf.freebase.com/ns/en.dumb_dumber
232	http://rdf.freebase.com/ns/en.eat_drink_man_woman
233	http://rdf.freebase.com/ns/en.exotica_1994
234	http://rdf.freebase.com/ns/en.exit_to_eden_1994
235	http://rdf.freebase.com/ns/en.ed_wood
236	http://rdf.freebase.com/ns/en.french_kiss
237	http://rdf.freebase.com/ns/en.forget_paris
238	http://rdf.freebase.com/ns/en.far_from_home_the_adventures_of_yellow_dog
239	http://rdf.freebase.com/ns/en.a_goofy_movie
240	http://rdf.freebase.com/ns/en.hideaway_1995
241	http://rdf.freebase.com/ns/en.fluke_1995
242	http://rdf.freebase.com/ns/en.farinelli_il_castrato
243	http://rdf.freebase.com/ns/en.flash_gordon_1980
244	http://rdf.freebase.com/ns/en.gumby_the_movie
245	http://rdf.freebase.com/ns/en.the_glass_shield
246	http://rdf.freebase.com/ns/en.hoop_dreams
247	http://rdf.freebase.com/ns/en.heavenly_creatures
248	http://rdf.freebase.com/ns/en.houseguest
249	http://rdf.freebase.com/ns/en.immortal_beloved_1994
250	http://rdf.freebase.com/ns/en.heavy_weights
251	http://rdf.freebase.com/ns/en.the_hunted
252	http://rdf.freebase.com/ns/en.i_q
253	http://rdf.freebase.com/ns/en.interview_with_the_vampire_the_vampire_chronicles
254	http://rdf.freebase.com/ns/en.jefferson_in_paris
255	http://rdf.freebase.com/ns/en.jerky_boys_the_movie
256	http://rdf.freebase.com/ns/en.junior_1994
257	http://rdf.freebase.com/ns/en.just_cause_1995
258	http://rdf.freebase.com/ns/en.a_kid_in_king_arthurs_court
259	http://rdf.freebase.com/ns/en.kiss_of_death_1995
260	http://rdf.freebase.com/ns/en.star_wars_episode_iv_a_new_hope
261	http://rdf.freebase.com/ns/en.little_women_1994
